X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,ENGLISH_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,COMMUNITY,POSTAL_CODE,OBJECTID,FORMATTED_ADDRESS
-92.8398298,49.78279,321016523,9247433,Shoppers Drug Mart #1292,25 Duke Street,,Dryden,P8N1E6,2355713,,"25 Duke St, Dryden, ON P8N 1E6, Canada"
-86.5344866,49.7809871,321014089,6187912,Rexall #6905,101 King Street,,Longlac,P0T2A0,2269329,,"101 King St, Longlac, ON P0T 2A0, Canada"
-92.8365866,49.7808026,321014362,6589710,IDA Dryden Pharmacy,72C Van Horne Avenue,,Dryden,P8N2B1,2298513,,"72 Van Horne Ave, Dryden, ON P8N 2B1, Canada"
-94.4842808,49.7673226,321011714,1414758,Loblaw Pharmacy 4063,538 Park Street,,Kenora,P9N1A1,2273569,,"538 Park St, Kenora, ON P9N 1A1, Canada"
-94.4905974,49.7672782,321011487,1080350,Johnson's Pharmacy,116 Main Street South,,Kenora,P9N1S9,2442017,,"116 Main St S, Kenora, ON P9N 1S9, Canada"
-94.5025614,49.7669413,321013361,5074858,Kenora Medical Centre Phcy Ltd,45 Wolsley Street,,Kenora,P9N3W7,2293009,,"45 Wolsley St, Kenora, ON P0V, Canada"
-94.4908351,49.7662052,321016346,90948,Tilley's Pharmasave,201 Main Street South,,Kenora,P9N1T3,2395153,,"201 Main St S, Kenora, ON P9N 1T3, Canada"
-94.5217392,49.7656606,321013148,4696911,The Medicine Shoppe Phrmc 360,700 Lakeview Drive,,Kenora,P9N3P7,2346913,,"700 Lakeview Dr, Kenora, ON P9N 4C7, Canada"
-94.4907968,49.7650284,321016740,9434953,Shoppers Drug Mart #1355,305 Main Street South,,Kenora,P9N1T4,2327457,,"305 Main St S, Kenora, ON P9N 0J3, Canada"
-94.5565954,49.7612231,321012480,3380558,Keewatin Pharmacy,912 Ottawa Street,,Keewatin,P0X1C0,2326049,,"912 Ottawa St, Keewatin, ON P0X 1H0, Canada"
-94.4739854,49.7576377,321015237,7762110,Wal-Mart Pharmacy,24 Miikana Way Unit 1,,Kenora,P9N4J1,2301409,,"E Miikana, Kenora District, ON P0X 1L0, Canada"
-86.9484837,49.7240275,321014107,6210833,Rexall #6928,305 Main Street,,Geraldton,P0T1M0,2286465,,"305 Main St, Geraldton, ON P0T 1W0, Canada"
-83.7242703,49.6969589,321015927,8624919,Pharmacie Novena,1509 Highway 11 West,,Hearst,P0L1N0,2407377,,"1509 ON-11, Hearst, ON P0L 1N0, Canada"
-82.4296156,49.4256891,321015476,8089677,Rexall,142 Progress Crescent,Unit B,Kapuskasing,P5N3H6,2264705,,"142 Progress Crescent b, Kapuskasing, ON P5N 3H6, Canada"
-82.4748146,49.4221691,321011511,112915,Wal-Mart Pharmacy,350 Government Road,,Kapuskasing,P5N2X7,2396849,,"350 Government Rd, Kapuskasing, ON P5N 1L6, Canada"
-82.41655,49.4195706,321012658,3766437,Loblaw Pharmacy,55 Brunetville Road,,Kapuskasing,P5N2E8,2439937,,"55 Brunetville Rd, Kapuskasing, ON P5N 2E8, Canada"
-82.4181385,49.4193101,321016687,9383954,Shoppers Drug Mart #655,25 Brunetville Road,,Kapuskasing,P5N2E9,2403601,,"25 Brunetville Rd, Kapuskasing, ON P5N 2E9, Canada"
-91.65998,49.4165919,321013187,4768273,Ignace Medical Pharmacy,118-1100 Main Street,,Ignace,P0T1T0,2376945,,"Main St, Ignace, ON P0T 1T0, Canada"
-81.6308711,49.2806842,321013377,5103014,Smooth Rock Falls Pharmacy,133 5th Street,,Smooth Rock Falls,P0L2B0,2353297,,"Box 520, 133 5th St, Smooth Rock Falls, ON P0L 0B3, Canada"
-84.7745903,49.2101687,321014220,6378190,Hornepayne Pharmacy,333 Front Street,Box 1508,Hornepayne,P0M1Z0,2330913,,"333 Front St, Hornepayne, ON P0M 1Z0, Canada"
-85.8280718,49.126376,321016724,9418515,Manitouwadge Pharmacy,2 Huron Walk,Hallmarket Square,Manitouwadge,P0T2C0,2363089,,"Hallmarket Square, 2 Huron Walk, Manitouwadge, ON P0T 2C0, Canada"
-81.0312494,49.0652042,321015288,783557,Medi Mart Pharmacy,27 Second Avenue,,Cochrane,P0L1C0,2383777,,"2nd Ave, Cochrane, ON P0L 1C0, Canada"
-81.0263179,49.0617626,321014576,6903112,Cochrane Pharmacy,134-A Third Street,,Cochrane,P0L1C0,2419153,,"134B 3rd St A, Cochrane, ON P0L 1C0, Canada"
-81.0254855,49.0614352,321012541,3512274,Wallace Drug Store,109-6 Avenue,Po Box 1810,Cochrane,P0L1C0,2348257,,"109 6th Ave, Cochrane, ON P0L 1C0, Canada"
-88.2630496,49.0120497,321014113,6220877,Rexall #6936,54 Front Street,,Nipigon,P0T2J0,2374801,,"54 Front St, Nipigon, ON P0T 2J0, Canada"
-87.2664883,48.807917,321017049,96700,Schreiber Pharmacy,301 Scotia Street,Po Box 69,Schreiber,P0T2S0,2330081,,"301 Scotia St, Schreiber, ON P0T 2S0, Canada"
-87.1009351,48.783179,321017158,9738670,Stewart Pharmacy,31 Simcoe Plaza,,Terrace Bay,P0T2W0,2399521,,"31 Simcoe Plaza, Terrace Bay, ON P0T 2W0, Canada"
-80.685085,48.7595076,321014381,6619590,R.X Drug Mart,201 Ambridge Drive,,Iroquis Falls,P0K1G0,2444289,,"201 Ambridge Dr, Iroquois Falls, ON P0K 1G0, Canada"
-80.683518,48.759317,321017009,9646993,Family Care Pharmacy,125 Ambridge Drive,,Iroquois Falls,P0K1G0,2259313,,"125 Ambridge Dr, Iroquois Falls, ON P0K 1G0, Canada"
-91.6243531,48.7568684,321014167,6295751,Rexall #8167,123 Marks Street,,Atikokan,P0T1C0,2411521,,"123 Marks St, Atikokan, ON P0T 0B3, Canada"
-94.5681127,48.7197925,321017056,9675274,Rainy River Drugs,212 Fourth Street,,Rainy River,P0W1L0,2435841,,"212 4th St, Rainy River, ON P0W 1M0, Canada"
-86.3834462,48.7183465,321017013,9649231,Rida's Pharmacy,6 Stevens Avenue,Po Box 2070,Marathon,P0T2E0,2315441,,"6 Stevens Ave, Marathon, ON P0T 2E0, Canada"
-86.3692118,48.7167187,321017137,9728716,Marathon Drug Associates,2 Hemlo Drive,Po Box 1990,Marathon,P0T2E0,2298225,,"2 Hemlo Dr, Marathon, ON P0T 2E0, Canada"
-93.3596606,48.6302099,321012095,2436750,Rainy Lake First Ntns Phmcy Lt,1460 Idywild Drive,,Fort Frances,P9A3M7,2419185,,"1460 Idylwild Dr, Fort Frances, ON P9A 3M5, Canada"
-93.8366095,48.6295665,321012787,4065558,Emo Drugs,80 Front Street,,Emo,P0W1E0,2355425,,"80 Front St, Emo, ON P0W 1E0, Canada"
-93.3989349,48.61027,321016886,9561235,Shoppers Drug Mart #5577,140 Scott Street,,Fort Frances,P9A1G6,2396513,,"140 Scott St, Fort Frances, ON P9A 1Z1, Canada"
-93.3933333,48.6096395,321016220,8965792,Shoppers Drug Mart #1392,375 Scott Street,,Fort Frances,P9A1H1,2281809,,"375 Scott St, Fort Frances, ON P9A 1H1, Canada"
-93.3913877,48.6096227,321012772,4018191,Safeway Pharmacy #4809/674,417 Scott Street,,Fort Frances,P9A1H3,2376097,,"417 Scott St, Fort Frances, ON P9A 2C3, Canada"
-93.4339068,48.6088029,321014528,6828196,Wal-Mart Pharmacy,1250 King'South Highway,,Fort Frances,P9A2X6,2426561,,"1250 Kings Hwy, Fort Frances, ON P9A 2X6, Canada"
-93.393097,48.6081498,321016905,9575113,Shoppers Drug Mart #5576,301 Victoria Avenue,,Fort Frances,P9A2C1,2354369,,"301 Victoria Ave, Fort Frances, ON P9A 2C1, Canada"
-80.4650543,48.5353923,321012351,3103439,Willis Pharmacy,414 Fifth Avenue,Po Box 607,Matheson,P0K1N0,2447281,,"414 5th Ave, Matheson, ON P0K 1N0, Canada"
-81.3151334,48.4782273,321011958,208616,Loblaw Pharmacy #4087,654 Algonquin Boulevard East,,Timmins,P4N8R4,2420033,,"654 Algonquin Blvd E, Timmins, ON P4N 8R4, Canada"
-81.3352211,48.4778614,321012608,3651916,Mountjoy Pharmacentre,D-80 Mountjoy Street North,,Timmins,P4N4V7,2385137,,"80 Mountjoy St N d, Timmins, ON P4N 4V7, Canada"
-81.2113999,48.4777577,321015133,7603792,Mcdonald's Pharmacy,67 Bruce Avenue,,South Porcupine,P0N1H0,2444577,,"67 Bruce Ave, South Porcupine, ON P0N 1H0, Canada"
-81.3279556,48.476765,321016322,9071755,Pharmaright Pharmacy,205-38 Pine Street North,,Timmins,P4N6K6,2283089,,"38 Pine St N Unit 205, Timmins, ON P4N 6K6, Canada"
-81.3143002,48.4761964,321012849,41662,Shoppers Drug Mart #1347,5-681 Algonquin Boulevard,,Timmins,P4N8S6,2408481,,"681 Algonquin Blvd E Unit #5, Timmins, ON P4N 8S6, Canada"
-81.3416593,48.4757563,321014360,6585554,Shoppers Drug Mart #671,227 Algonquin Boulevard West,,Timmins,P4N2R8,2295153,,"227 Algonquin Blvd W, Timmins, ON P4N 2T3, Canada"
-81.3298791,48.4755536,321013645,5534353,Health Care Guardian Pharmacy,27 Cedar Street South,,Timmins,P4N2G5,2336385,,"27 Cedar St S, Timmins, ON P4N 2G5, Canada"
-81.393501,48.4749682,321015576,82118,Wal-Mart Pharmacy,1870 Riverside Drive,,Timmins,P4N7C3,2335665,,"1870 Riverside Dr, Timmins, ON P4R 1N7, Canada"
-81.3819562,48.473744,321016611,9322958,Timmins Pharmacy,57-1500 Riverside Drive,,Timmins,P4R1A1,2385905,,"1500 Riverside Dr #57, Timmins, ON P4R 1A1, Canada"
-81.3284211,48.4734506,321014088,6187798,Rexall #6904,119 Pine Street South,,Timmins,P4N2K3,2292257,,"119 Pine St S, Timmins, ON P4N 2K3, Canada"
-89.1832221,48.4691103,321016353,9104033,Shoppers Drug Mart #1534,320 Arundel Street,,Thunder Bay,P7A1L3,2424513,,"320 Arundel St, Thunder Bay, ON P7A 1L3, Canada"
-89.2532183,48.4527229,321012366,3131275,Wal-Mart Pharmacy #1166,1020 Dawson Road,,Thunder Bay,P7B5V1,2352849,,"1020 Dawson Rd, Thunder Bay, ON P7B 5V1, Canada"
-89.2553475,48.4512535,321015082,7542992,Dawson Heights Pharmacy,109-109 Regina Avenue,,Thunder Bay,P7B5B4,2446737,,"109 Regina Ave Unit 109, Thunder Bay, ON P7B 5B4, Canada"
-89.2546135,48.4505463,321012774,4018832,Safeway Pharmacy #4812/682,1015 Dawson Road,,Thunder Bay,P7B5E3,2332673,,"1015 Dawson Rd, Thunder Bay, ON P7B 5E3, Canada"
-89.2334351,48.4487651,321013362,5080299,Metro Pharmacy #551,640 River Street,,Thunder Bay,P7A3S4,2306961,,"640 River St, Thunder Bay, ON P7A 3S4, Canada"
-89.2334351,48.4487651,321016379,9123478,Shoppers Drug Mart #678,640 River Street,,Thunder Bay,P7A3S4,2408673,,"640 River St, Thunder Bay, ON P7A 3S4, Canada"
-89.2501113,48.4468499,321015010,7458510,Shoppers Drug Mart #1525,901 Red River Road,,Thunder Bay,P7B1K3,2449745,,"901 Red River Rd, Thunder Bay, ON P7B 1K3, Canada"
-89.2164689,48.4419383,321012878,4228437,Shoppers Simply Pharmacy 681,194 North Court Street,,Thunder Bay,P7A4V7,2264833,,"194 North St, Thunder Bay, ON P7C 1J6, Canada"
-89.2195529,48.4386855,321012773,4018510,Freshco Pharmacy #4293,70 North Court Street,,Thunder Bay,P7A4T8,2396561,,"70 North St, Thunder Bay, ON P7C 1J6, Canada"
-89.2159988,48.4383472,321013781,5750038,Elevate Medical Pharmacy,100-106 Cumberland Street North,,Thunder Bay,P7A4M2,2338401,,"106 N Cumberland St N #100, Thunder Bay, ON P7A 4M2, Canada"
-89.2196946,48.4377598,321013259,4921552,Court Street Pharmacy,69 Court Street North,,Thunder Bay,P7A4T7,2332033,,"69 Court St N, Thunder Bay, ON P7A 4T7, Canada"
-89.2291496,48.4318495,321015892,8574376,Janzen's Pharmacy,296 Bay Street,,Thunder Bay,P7B1R8,2297505,,"296 Bay St, Thunder Bay, ON P7B 1R8, Canada"
-89.2381182,48.4290304,321017265,9810190,Oak Medical Arts Academy Phcy,389 Oliver Road,,Thunder Bay,P7B2G1,2276257,,"389 Oliver Rd, Thunder Bay, ON P7B 2G1, Canada"
-89.2345584,48.4281744,321015384,7980875,Shoppers Drug Mart #1337,300 Memorial Avenue,,Thunder Bay,P7B3Y2,2293105,,"300 Memorial Ave, Thunder Bay, ON P7B 3Y2, Canada"
-89.273821,48.4236672,321012860,4186311,River Terrace Medicalpharmacy,1260 Golf Links Road,,Thunder Bay,P7B0A1,2349521,,"1260 Golf Links Rd, Thunder Bay, ON P7B 0A1, Canada"
-89.2717838,48.4214182,321013452,5212110,Thunder Bay Care Pharmacy,103-1040 Oliver Road,,Thunder Bay,P7B7A5,2382017,,"1040 Oliver Rd #103, Thunder Bay, ON P7B 7A4, Canada"
-89.2397311,48.4128394,321012523,348831,Wal-Mart Pharmacy,777 Memorial Avenue,,Thunder Bay,P7B3Z7,2286257,,"777 Memorial Ave, Thunder Bay, ON P7B 6S2, Canada"
-89.249664,48.4088092,321011545,1201577,Loblaw Pharmacy 1504,971 Carrick Street,,Thunder Bay,P7B6L9,2277217,,"971 Carrick St, Thunder Bay, ON P7B 7C6, Canada"
-89.253842,48.408308,321015854,8538834,Carerx Thunder Bay,9-977 Alloy Drive,,Thunder Bay,P7B5Z8,2362369,,"977 Alloy Dr #9, Thunder Bay, ON P7B 5Z8, Canada"
-89.2588891,48.4016164,321015666,8323272,Advantage Pharmacy,1165 Barton Street,,Thunder Bay,P7B5N3,2386545,,"1165 Barton St, Thunder Bay, ON P7B 5N3, Canada"
-89.6136137,48.4012977,321016398,9140191,Evergreen Pharmacy,B-4785 Highway 11 & 17,,Kakabeka Falls,P0T1W0,2267217,,"4785 ON-11 b, Kakabeka Falls, ON P7K 0H1, Canada"
-89.2465141,48.400059,321011935,200598,Shoppers Drug Mart #680,1186 Memorial Avenue,,Thunder Bay,P7B5K5,2385329,,"1186 Memorial Ave, Thunder Bay, ON P7B 0B6, Canada"
-89.2768763,48.3941773,321012564,3562193,Janzen's Pharmacy,504 North Edward Street,,Thunder Bay,P7C4P9,2407313,,"504 Edward St S, Thunder Bay, ON P7E 5E3, Canada"
-89.2794091,48.3930443,321016484,9213415,Shoppers Drug Mart #679,425 North Edward Street,,Thunder Bay,P7C4P7,2372481,,"425 Edward St S, Thunder Bay, ON P7E 5H2, Canada"
-89.2691177,48.3880399,321014338,6561357,Janzen's Pharmacy,300 Lillie Street North,,Thunder Bay,P7C4Y7,2288993,,"300 Lillie St N, Thunder Bay, ON P7C 1P9, Canada"
-89.2502996,48.385449,321016922,9586192,Rx Point Pharmacy,906-137 Mckeller Street North,,Thunder Bay,P7C3Y9,2424529,,"137 McKellar St N unit#906, Thunder Bay, ON P7C 3Y9, Canada"
-89.2449865,48.3842436,321016129,8863312,Fort William Medical Pharmacy,421 Victoria Avenue East,,Thunder Bay,P7C1A6,2379905,,"421 Victoria Ave E, Thunder Bay, ON P7C 1A6, Canada"
-89.2516047,48.3834214,321012662,3772876,White Cedar First Nations Phcy,125 Vickers Street South,,Thunder Bay,P7E1J2,2413217,,"125 Vickers St S, Thunder Bay, ON P7E 1J2, Canada"
-89.2474662,48.3826293,321013559,5386637,Syndicate Pharmacy,2-140 Syndicate Avenue South,,Thunder Bay,P7E1C6,2294273,,"140 Syndicate Ave S #2, Thunder Bay, ON P7E 1C9, Canada"
-89.3082014,48.3823049,321012528,3491475,Wal-Mart Pharmacy,1101 Arthur Street West,,Thunder Bay,P7E5S2,2266257,,"1101 Arthur St W, Thunder Bay, ON P7E 5S2, Canada"
-89.2544976,48.381193,321014169,6296910,Rexall #8170,100-1265 Arthur Street East,,Thunder Bay,P7E6E7,2389185,,"1265 Arthur St E #100, Thunder Bay, ON P7E 6E7, Canada"
-89.2790605,48.381143,321012776,4021070,Safeway Pharmacy #4811/681,115 West Arthur Street,,Thunder Bay,P7E5P7,2414241,,"115 Arthur St W, Thunder Bay, ON P7E 5P7, Canada"
-89.2506741,48.3804928,321012199,2734358,Shoppers Drug Mart #677,900 Arthur Street East,,Thunder Bay,P7E5M8,2399329,,"900 Arthur St E, Thunder Bay, ON P7E 5M8, Canada"
-89.2960792,48.3801041,321014477,6754513,Oak Medical Pharmacy,620 Arthur Street West,,Thunder Bay,P7E5R8,2313745,,"620 Arthur St W, Thunder Bay, ON P7E 5R8, Canada"
-89.2933198,48.3798795,321016295,9052231,Shoppers Drug Mart #1312,572 West Arthur Street,,Thunder Bay,P7E5R7,2283345,,"572 Arthur St E, Thunder Bay, ON P7E 5R0, Canada"
-89.2800589,48.3652302,321012057,2335752,Janzen's Pharmacy,129 West Frederica Street,,Thunder Bay,P7E3V8,2434049,,"129 Frederica St E, Thunder Bay, ON P7E 3V4, Canada"
-89.2813372,48.3652009,321012514,3467153,Shoppers Drug Mart 1536,151 Frederica Street West,,Thunder Bay,P7E3V8,2375137,,"151 Frederica St W, Thunder Bay, ON P7E 3V7, Canada"
-89.4143379,48.3620117,321011503,110864,Evergreen Pharmacy,A-150 King George'South Park Drive,,Rosslyn,P7K0B8,2307105,,"150 King George's Park Dr a, Rosslyn, ON P7K 0J5, Canada"
-80.0300222,48.1543482,321012225,2798672,Bdr Drugmart,15 Station RoadNorth,,Kirkland Lake,P2N3J1,2332177,,"15 Station Rd N, Kirkland Lake, ON P2N 2C7, Canada"
-80.0360384,48.1502688,321012499,3415316,Kirkland Pharmacy,38 Government Road West,,Kirkland Lake,P2N2E2,2296449,,"38 Government Rd W, Kirkland Lake, ON P2N 2E2, Canada"
-80.04249,48.1456,321011626,1295976,Loblaw Pharmacy #4093,15 Mcchesney Avenue,,Kirkland Lake,P2N3R9,2422561,,"15 McChesney Ave, Kirkland Lake, ON P2N 3R9, Canada"
-79.7120117,48.1001855,321015643,8296391,Larder Lake Pharmacy,15B Godfrey Street,Po Box 370,Larder Lake,P0K1L0,2269873,,"15 Godfrey St, Larder Lake, ON P0K 1L0, Canada"
-84.7706184,47.994667,321015498,8112071,Wawa Pharmacy,1-63 Broadway Avenue,,Wawa,P0S1K0,2280241,,"63 Broadway Ave #1, Wawa, ON P0S 1K0, Canada"
-84.7711107,47.99298,321016157,889550,Fenlon's Pharmacy,88 Broadway Avenue,,Wawa,P0S1K0,2407425,,"88 Broadway Ave, Wawa, ON P0S 1K0, Canada"
-83.4013675,47.8432834,321013275,4952279,Model Guardian Drug Store Ltd.,32 Birch Street East,,Chapleau,P0M1K0,2340369,,"32 Birch St E, Chapleau, ON P0M 1K0, Canada"
-79.8734163,47.8251105,321015887,8568999,Marshall's Pharmasave,43 Third Street,,Englehart,P0J1H0,2396593,,"43 3rd St, Englehart, ON P0J 1H0, Canada"
-79.8792275,47.822661,321014383,6622158,Rx Drug Mart,63 5th Street,,Englehart,P0J1H0,2449793,,"63 5th St, Englehart, ON P0J 1H0, Canada"
-79.8248328,47.7110837,321013761,5714836,Earlton Pharmacy,14 Tenth Street,,Earlton,P0J1E0,2363937,,"14 10th St, Earlton, ON P0J 1E0, Canada"
-79.6719124,47.5324261,321012895,425150,Wal-Mart Pharmacy,133 Highway #11 & Grant Road,,New Liskeard,P0J1P0,2400401,,"133 ON-11, New Liskeard, ON P0J 1P0, Canada"
-79.6722425,47.5242536,321017019,9652556,Shoppers Drug Mart #4866,151-883303 Highway 65 East,Units 15&16,New Liskeard,P0J1P0,2296081,,"883303 ON-65 #151, New Liskeard, ON P0J 1P0, Canada"
-79.6832201,47.5095587,321013549,5375079,Loblaw Pharmacy #4102,55 Scott Street,,New Liskeard,P0J1P0,2335537,,"55 Scott St, New Liskeard, ON P0J 1P0, Canada"
-79.6718891,47.5089297,321016451,9181413,Northern Drugs,14 Armstrong Street North,,New Liskeard,P0J1P0,2290257,,"14 Armstrong St N, New Liskeard, ON P0J 1P0, Canada"
-79.6817673,47.5085609,321011874,1839014,Findlay's Drugstore,247 Whitewood Avenue,,New Liskeard,P0J1P0,2423809,,"247 Whitewood Ave, New Liskeard, ON P0J 1P0, Canada"
-79.6337395,47.4486744,321013543,5366034,Smallman Pharmacy,368 Main Street,Po Box 129,Haileybury,P0J1K0,2340449,,"368 Main St, Haileybury, ON P0J 1K0, Canada"
-79.6861982,47.3961759,321014700,7048919,Cobalt Pharmacy,24 Prospect Avenue,,Cobalt,P0J1C0,2289249,,"24 Prospect Ave, Cobalt, ON P0J 1C0, Canada"
-79.7893538,47.0651123,321012216,27660,Temagami Pharmasave,6729 11 Highway North Gd,,Temagami,P0H2H0,2258369,,"6729 ON-11 gd, Temagami, ON P0H 2H0, Canada"
-84.3477984,46.7216815,321016710,9403558,Pine Shores Drug Mart,2771 Highway 17 North,,Goulais River,P0S1E0,2326065,,"2771 ON-17, Goulais River, ON P0S 1J0, Canada"
-80.9273709,46.7098167,321016327,9075877,Capreol Rx,21 Young Street,,Capreol,P0M1H0,2437153,,"21 Young St, Capreol, ON P0M 1H0, Canada"
-80.9869779,46.6522989,321017140,9730954,Hanmerrx,1-4558 Elmview Drive,,Hanmer,P3P1P6,2345409,,"4558 Elmview Dr #1, Hanmer, ON P3P 1P6, Canada"
-81.3903065,46.6392143,321011535,1179799,Levack IDA Pharmacy,2 First Avenue,,Levack,P0M2C0,2343521,,"2 1st Ave N, Levack, ON P0M 2C0, Canada"
-81.334861,46.5869257,321015879,8560078,Dowling Pharmacy,30 Main Street West,Po Box 209,Dowling,P0M1R0,2447105,,"30 Main St W, Dowling, ON P0M 1R0, Canada"
-81.1960841,46.5827052,321017129,9723150,Chelmsford Pharmacy,46 Main Street West,Po Box 310,Chelmsford,P0M1L0,2340209,,"46 Main St W, Chelmsford, ON P0M 1L0, Canada"
-81.191236,46.5699193,321017125,9719959,Chelmsford IDA Pharmacy,3672 Highway 144 Rural Route 4,,Chelmsford,P0M1L0,2393889,,"3672 ON-144, Chelmsford, ON P0M 1L0, Canada"
-81.1838664,46.5693996,321012374,3154115,Loblaw Pharmacy,4764-17 Regional Road 15,,Chelmsford,P0M1L0,2423313,,"17 Regional Rd 15 #4764, Chelmsford, ON P0M 1L0, Canada"
-81.1171697,46.5518328,321014126,6240070,Rexall #6954,93 Notre Dame Street West,,Azilda,P0M1B0,2445521,,"93 Notre Dame St W, Azilda, ON P0M 1B0, Canada"
-81.1144472,46.5511967,321016613,9325713,Shannon's Community Pharmacy,3-9 Notre Dame Street East,,Azilda,P0M1B0,2261089,,"9 Notre Dame St E #3, Azilda, ON P0M 1B0, Canada"
-80.8755395,46.549216,321014581,6907813,Nickel Centre Pharmacy,10-3098 Falconbridge Highway,,Garson,P3L1P5,2426737,,"3098 Falconbridge Hwy #10, Garson, ON P3L 1P5, Canada"
-84.3203162,46.5486977,321013619,5493557,Pharmasave Adel Pharmacy,12-773 Great Northern Road,,Sault Ste. Marie,P6B0B7,2285745,,"773 Great Northern Rd #12, Sault Ste. Marie, ON P6B 0B7, Canada"
-84.3111809,46.5484172,321014270,6458834,Iccare Pharmacy,F2005-750 Great Northern Road,,Sault Ste Marie,P6B0A8,2345953,,"750 Great Northern Rd f2005, Sault Ste. Marie, ON P6B 0A8, Canada"
-84.3149958,46.5413278,321013875,5907557,Wal-Mart Pharmacy,446 Great Northern Road,,Sault Ste Marie,P6B4Z9,2349153,,"446 Great Northern Rd, Sault Ste. Marie, ON P6B 4Z9, Canada"
-84.3170151,46.5396823,321015580,8214470,Pharmaright Pharmacy,688 Second Line 3,,Sault Ste Marie,P6B4K3,2363569,,"688 Second Line W #3, Sault Ste. Marie, ON P6C 2K9, Canada"
-84.368753,46.5379987,321014501,6793357,Shoppers Drug Mart # 929,364 Second Line West,,Sault Ste Marie,P6C2J7,2399745,,"364 Second Line W, Sault Ste. Marie, ON P6C 2J7, Canada"
-84.3659706,46.5377216,321015520,81422,The Medicine Shoppe,316 Second Line West,,Sault Ste Marie,P6C2J5,2270289,,"316 Second Line W, Sault Ste. Marie, ON P6C 2J5, Canada"
-84.3830942,46.5374812,321012857,4179917,West End Pharmacy,658 Second Line West Unit 3,,Sault Ste Marie,P6C2K9,2433553,,"658 Second Line W #3, Sault Ste. Marie, ON P6C 2K9, Canada"
-84.3509514,46.5373509,321014131,6245716,Rexall #6967,13 Second Line West,,Sault Ste. Marie,P6C2J1,2342385,,"13 Second Line W, Sault Ste. Marie, ON P6C 2J1, Canada"
-84.3638247,46.5373112,321015229,7753031,Market Mall Pharmacy,275 2nd Line West,,Sault Ste Marie,P6C2T4,2293121,,"275 Second Line West, Sault Ste. Marie, ON P6C 2J4, Canada"
-84.3222826,46.5352052,321012054,23236,Metro Pharmacy #520,248 Northern Avenue,,Sault Ste Marie,P6B4H6,2354689,,"248 Northern Ave E, Sault Ste. Marie, ON P6B 4H6, Canada"
-84.3467047,46.5258212,321011942,2033258,Merrett's Pharmacy Ltd,314 Wellington Street West,,Sault Ste Marie,P6A1J1,2425729,,"314 Wellington Street West, Sault Ste. Marie, ON P6A 1J1, Canada"
-84.3195047,46.5257512,321016050,8776032,Medicine Shoppe #233,59 Great Northern Road,,Sault Ste Marie,P6B4Y7,2289137,,"59 Great Northern Rd, Sault Ste. Marie, ON P6B 4Y7, Canada"
-84.3168072,46.5256843,321012631,3702112,Loblaw Pharmacy #4101,44-50 Great Northern Road,,Sault Ste Marie,P6B4Y5,2279841,,"50 Great Northern Rd #44, Sault Ste. Marie, ON P6B 4Y5, Canada"
